Property_ID,Price_KES,Location,Bedrooms,Bathrooms,Size_sqm,Scraped_Date,Date,USD_KES_Rate,CBR_Rate,Remittance_M_USD,CPI_Index
0Yesterday61 Bed Apartment with En Suite at Riara ,5500000,Lavington,1.0,1.0,50,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday153 Bed Apartment with En Suite at Lavin,30000000,Lavington,3.0,3.0,200,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday122 Bed Apartment with En Suite in Upper,11900000,Modern Residences in Upper Hill – Next to the G...,2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday91 Bed Apartment with Swimming Pool in U,6400000,Modern Residences in Upper Hill – Next to the G...,1.0,1.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago143 Bed Apartment with En Suite in Lavi,10500000,Lavington,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday173 Bed Apartment with En Suite in Thika,17500000,Thika Road,3.0,3.0,122,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday112 Bed Apartment with Swimming Pool at ,10900000,Kilimani,2.0,2.0,91,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday142 Bed Apartment with En Suite at Mutha,17000000,Lavington,2.0,2.0,124,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday93 Bed Apartment with Borehole at Muthig,75000000,"Waiyaki Way, Westlands",3.0,3.0,19.000,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday203 Bed Apartment with Swimming Pool at ,4000000,Lavington,1.0,1.0,60,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday72 Bed Apartment with En Suite at Maalim,10000000,Kilimani,2.0,2.0,67,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday92 Bed Apartment with En Suite at Tabere,8500000,Kileleshwa,2.0,2.0,90,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday184 Bed Apartment with En Suite in Westl,17900000,"Westlands Area, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday142 Bed Apartment with En Suite at Mogot,15000000,"Westlands Area, Westlands",2.0,2.0,126,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday204 Bed Apartment with En Suite at St Mi,23300000,"Westlands Area, Westlands",4.0,5.0,242,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday203 Bed Apartment with En Suite at St Mi,21200000,"Westlands Area, Westlands",3.0,4.0,129,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday102 Bed Apartment with Swimming Pool at ,10900000,"Westlands Area, Westlands",2.0,2.0,97,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday82 Bed Apartment with Swimming Pool at M,14000000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday124 Bed Apartment with En Suite at Argwi,29000000,Kilimani,4.0,4.0,250,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday193 Bed Apartment with En Suite at Riara,13500000,Lavington,3.0,4.0,120,2026-06-09,2026-06-09,129.216109,10,,
02 days ago73 Bed Apartment with En Suite in Lavin,12000000,Lavington,3.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday201 Bed Apartment with En Suite at Junct,7054000,Kilimani,1.0,1.0,5376,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday133 Bed Apartment with En Suite in Westl,23500000,"Westlands Area, Westlands",3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday191 Bed Apartment with En Suite at Junct,7180000,Kilimani,1.0,1.0,5266,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday171 Bed Apartment with En Suite at Junct,6860000,Kilimani,1.0,1.0,5229,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday154 Bed Apartment with En Suite in Westl,18000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday124 Bed Apartment with En Suite in Gener,38000000,"General Mathenge, Westlands",4.0,5.0,325,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday192 Bed Apartment with En Suite at Riara,9500000,Lavington,2.0,3.0,88,2026-06-09,2026-06-09,129.216109,10,,
019 hours ago173 Bed Apartment with En Suite at Pa,23000000,"Parklands, Westlands",3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
018 hours ago142 Bed Apartment with En Suite at Of,18000000,Kileleshwa,2.0,2.0,158,2026-06-09,2026-06-09,129.216109,10,,
018 hours ago161 Bed Apartment with Swimming Pool ,6600000,Lavington,1.0,1.0,66,2026-06-09,2026-06-09,129.216109,10,,
0Today13Serviced 1 Bed Apartment with En Suite in ,9000000,Kilimani,1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today83 Bed Apartment with En Suite in Kilimani3 ,12000000,Kilimani,3.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday43 Bed Apartment with En Suite in Kilele,9000000,Kileleshwa,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
022 hours ago154 Bed Apartment with En Suite in Ki,20000000,Kileleshwa,4.0,5.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today161 Bed Apartment with Swimming Pool at Muth,6500000,"Westlands Area, Westlands",1.0,1.0,64,2026-06-09,2026-06-09,129.216109,10,,
0Today111 Bed Apartment with Swimming Pool at Ojij,6800000,"Westlands Area, Westlands",1.0,1.0,67,2026-06-09,2026-06-09,129.216109,10,,
0Today161 Bed Apartment with Swimming Pool in Rive,10000000,"Riverside, Westlands",1.0,1.0,78,2026-06-09,2026-06-09,129.216109,10,,
0Today62 Bed Apartment with En Suite in Kileleshwa,8500000,Kileleshwa,2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today162 Bed Apartment with Swimming Pool in Rive,16000000,"Riverside, Westlands",2.0,2.0,113,2026-06-09,2026-06-09,129.216109,10,,
0Today191 Bed Apartment with Swimming Pool at Off ,6800000,Kilimani,1.0,1.0,65,2026-06-09,2026-06-09,129.216109,10,,
0Today91 Bed Apartment with Swimming Pool at Lower,4000000,"Lower Kabete, Westlands",1.0,1.0,42,2026-06-09,2026-06-09,129.216109,10,,
0Today63 Bed Apartment with Swimming Pool at Ngong,10500000,Lavington,3.0,3.0,105,2026-06-09,2026-06-09,129.216109,10,,
0Today122 Bed Apartment with Swimming Pool in West,12850000,"Westlands Area, Westlands",2.0,2.0,104,2026-06-09,2026-06-09,129.216109,10,,
0Today101 Bed Apartment with Swimming Pool in West,6400000,"Westlands Area, Westlands",1.0,1.0,52,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday203 Bed Apartment with En Suite at Lavin,27000000,Lavington,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday204 Bed Apartment with En Suite at Pepon,49000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today141 Bed Apartment with Swimming Pool at Off ,8200000,Kilimani,1.0,1.0,76,2026-06-09,2026-06-09,129.216109,10,,
03 days ago153 Bed Apartment with En Suite in West,12000000,"Westlands Area, Westlands",3.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today122 Bed Apartment with En Suite in Lavington,8700000,Lavington,2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today191 Bed Apartment with En Suite in Kileleshw,5500000,Kileleshwa,1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today151 Bed Apartment with Swimming Pool in Kile,5100000,Kileleshwa,1.0,1.0,48,2026-06-09,2026-06-09,129.216109,10,,
0Today132 Bed Apartment with Swimming Pool at Spor,16000000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-09,2026-06-09,129.216109,10,,
0Today131 Bed Apartment with Swimming Pool at Spor,12600000,"Westlands Area, Westlands",1.0,1.0,70,2026-06-09,2026-06-09,129.216109,10,,
0Today153 Bed Apartment with En Suite at Wood Aven,12900000,Kilimani,3.0,3.0,117,2026-06-09,2026-06-09,129.216109,10,,
0Today71 Bed Apartment with Swimming Pool in Kilim,5000000,Kilimani,1.0,1.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today161 Bed Apartment with Swimming Pool at Pepo,5000000,"Westlands Area, Westlands",1.0,1.0,43,2026-06-09,2026-06-09,129.216109,10,,
0Today5Studio Apartment with Gym in KilimaniStudio,3000000,Studio Apartment with Gym in Kilimani,,1.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today162 Bed Apartment with Swimming Pool at Muth,10700000,"Westlands Area, Westlands",2.0,2.0,107,2026-06-09,2026-06-09,129.216109,10,,
25 days ago112 Bed Apartment with En Suite in Kili,6000000,Kilimani,2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today74 Bed Apartment with En Suite at Parklands4,16000000,"Parklands, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today182 Bed Apartment with En Suite at Kingara R,10800000,Lavington,2.0,2.0,95,2026-06-09,2026-06-09,129.216109,10,,
0Today51 Bed Apartment with En Suite in Westlands ,5500000,"Westlands Area, Westlands",1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today201 Bed Apartment with Swimming Pool at King,6500000,Lavington,1.0,1.0,55,2026-06-09,2026-06-09,129.216109,10,,
0Today161 Bed Apartment with Swimming Pool at Mand,7500000,Kileleshwa,1.0,1.0,78,2026-06-09,2026-06-09,129.216109,10,,
0Today13Serviced 2 Bed Apartment with En Suite in ,13000000,Kilimani,2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today161 Bed Apartment with Swimming Pool at Raph,5000000,"Westlands Area, Westlands",1.0,1.0,49,2026-06-09,2026-06-09,129.216109,10,,
0Today151 Bed Apartment with Swimming Pool at Wood,7600000,Kilimani,1.0,1.0,75,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday162 Bed Apartment with En Suite at Garde,15500000,Thika Road,2.0,2.0,110,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday41 Bed Apartment with En Suite in Kilele,7000000,"Westlands Area, Westlands",2.0,2.0,78,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday131 Bed Apartment with En Suite in Kilim,5500000,Kilimani,1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today202 Bed Apartment with Swimming Pool at Nyer,9000000,Kileleshwa,2.0,2.0,91,2026-06-09,2026-06-09,129.216109,10,,
017 hours ago83 Bed Apartment with En Suite at Chu,22000000,"Westlands Area, Westlands",3.0,3.0,179,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday123 Bed Apartment with En Suite in Kilel,19000000,Kileleshwa,3.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday62 Bed Apartment with En Suite in Laving,8000000,Lavington,2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
023 hours ago151 Bed Apartment with En Suite in We,6100000,"Westlands Area, Westlands",1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
023 hours ago152 Bed Apartment with En Suite in We,8000000,"Westlands Area, Westlands",2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
023 hours ago131 Bed Apartment with En Suite in Ki,4000000,Kileleshwa,1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today122 Bed Apartment with Swimming Pool at Kind,10500000,Kilimani,2.0,2.0,117,2026-06-09,2026-06-09,129.216109,10,,
023 hours ago71 Bed Apartment with En Suite in Kil,5000000,Kileleshwa,1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday182 Bed Apartment with En Suite at Mugot,10500000,"Westlands Area, Westlands",2.0,2.0,126,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday203 Bed Apartment with En Suite at Rhapt,22500000,"Westlands Area, Westlands",3.0,3.0,180,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday142 Bed Apartment with En Suite at Rhapt,7980000,"Westlands Area, Westlands",2.0,2.0,76,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday162 Bed Apartment with En Suite at Kilel,13000000,Kileleshwa,2.0,2.0,125,2026-06-09,2026-06-09,129.216109,10,,
017 hours ago142 Bed Apartment with Swimming Pool ,14000000,Kileleshwa,2.0,2.0,125,2026-06-09,2026-06-09,129.216109,10,,
017 hours ago202 Bed Apartment with En Suite at Mt,9600000,Kilimani,2.0,2.0,94,2026-06-09,2026-06-09,129.216109,10,,
017 hours ago203 Bed Apartment with En Suite at Ki,13800000,Lavington,3.0,3.0,138,2026-06-09,2026-06-09,129.216109,10,,
04 days ago141 Bed Apartment with En Suite at Rhap,5150000,"Westlands Area, Westlands",1.0,1.0,49,2026-06-09,2026-06-09,129.216109,10,,
023 hours ago132 Bed Apartment with En Suite in Ki,6000000,Kileleshwa,2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
023 hours ago204 Bed Apartment with En Suite at Ge,50000000,"Westlands Area, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today192 Bed Apartment with En Suite at Nyeri Rd2,11000000,Kileleshwa,2.0,2.0,130,2026-06-09,2026-06-09,129.216109,10,,
0Today162 Bed Apartment with Swimming Pool at Kiri,10780000,Kilimani,2.0,3.0,1078,2026-06-09,2026-06-09,129.216109,10,,
0Today81 Bed Apartment with Swimming Pool at Westl,13000000,"Westlands Area, Westlands",1.0,1.0,88,2026-06-09,2026-06-09,129.216109,10,,
02 days ago72 Bed Apartment with En Suite in Lavin,8000000,Lavington,2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today173 Bed Apartment with Swimming Pool in West,14600000,"Westlands Area, Westlands",3.0,3.0,148,2026-06-09,2026-06-09,129.216109,10,,
0Today71 Bed Apartment with Swimming Pool at Rapht,7000000,"Westlands Area, Westlands",1.0,1.0,38,2026-06-09,2026-06-09,129.216109,10,,
0Today201 Bed Apartment with Swimming Pool in West,5920000,"Westlands Area, Westlands",1.0,1.0,57,2026-06-09,2026-06-09,129.216109,10,,
0Today101 Bed Apartment with Swimming Pool at Riar,5800000,Kileleshwa,1.0,1.0,58,2026-06-09,2026-06-09,129.216109,10,,
0Today123 Bed Apartment with En Suite at Kindaruma,17900000,Kilimani,3.0,3.0,200,2026-06-09,2026-06-09,129.216109,10,,
0Today191 Bed Apartment with Swimming Pool at Muth,9000000,"Westlands Area, Westlands",1.0,1.0,60,2026-06-09,2026-06-09,129.216109,10,,
0Today192 Bed Apartment with Swimming Pool at Vihi,10400000,Kileleshwa,2.0,2.0,111,2026-06-09,2026-06-09,129.216109,10,,
0Today142 Bed Apartment with En Suite at Othaya Rd,16000000,Kileleshwa,2.0,2.0,126,2026-06-09,2026-06-09,129.216109,10,,
0Today201 Bed Apartment with En Suite at Kirichwa ,6820000,Kilimani,1.0,1.0,62,2026-06-09,2026-06-09,129.216109,10,,
0Today203 Bed Apartment with En Suite at Othaya Rd,24000000,Kileleshwa,3.0,3.0,205,2026-06-09,2026-06-09,129.216109,10,,
0Today62 Bed Apartment with En Suite at General Ma,6000000,Kilimani,2.0,2.0,91,2026-06-09,2026-06-09,129.216109,10,,
0Today193 Bed Apartment with En Suite at Nyeri Rd3,18000000,Kileleshwa,3.0,3.0,180,2026-06-09,2026-06-09,129.216109,10,,
0Today202 Bed Apartment with En Suite at Nyeri Rd2,12500000,Kileleshwa,2.0,2.0,145,2026-06-09,2026-06-09,129.216109,10,,
1103 Bed Apartment with En Suite in South C3 Bed A,18000000,Modern 3 bedroom apartment for sale in South C,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday93 Bed Apartment with En Suite in Kilima,9000000,Kilimani,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
0Today201 Bed Apartment with Swimming Pool at Riar,6000000,Lavington,1.0,1.0,42,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday91 Bed Apartment with Swimming Pool at N,7900000,Kilimani,1.0,1.0,70,2026-06-09,2026-06-09,129.216109,10,,
03 days ago84 Bed Apartment with En Suite at River,80000000,"Riverside, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
13 days ago174 Bed Apartment with En Suite at Gene,51500000,"Westlands Area, Westlands",4.0,4.0,344,2026-06-09,2026-06-09,129.216109,10,,
04 days ago9Studio Apartment with Swimming Pool at,7500000,"Westlands Area, Westlands",2.0,2.0,110,2026-06-09,2026-06-09,129.216109,10,,
1164 Bed Apartment with En Suite at Second Parklan,22000000,"Parklands, Westlands",4.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
3 Bed Apartment with En Suite at Lantana Road3 Bed,22000000,"Westlands Area, Westlands",3.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0153 Bed Apartment with En Suite at Lantana Road3 ,22000000,"Westlands Area, Westlands",3.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0132 Bed Apartment with En Suite in Rhapta Road2 B,18000000,"Rhapta Road, Westlands",2.0,2.0,256,2026-06-09,2026-06-09,129.216109,10,,
03 days ago134 Bed Apartment with En Suite at Gene,36000000,"Westlands Area, Westlands",4.0,4.0,250,2026-06-09,2026-06-09,129.216109,10,,
3 Bed Apartment with En Suite at N/A3 Bed Apartmen,85000000,Luxurious Homes For Sale In Runda Valley,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
1111 Bed Apartment in Rosslyn1 Bed Apartment in Ro,17500000,"Rosslyn, Westlands",1.0,1.0,,2026-06-09,2026-06-09,129.216109,10,,
0102 Bed Apartment with Swimming Pool at Moringa R,100000,Kilimani,2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
3 Bed Apartment with Parking at Mweni Road3 Bed Ap,13000000,Eastleigh,3.0,,,2026-06-09,2026-06-09,129.216109,10,,
1103 Bed Apartment with Parking at Mweni Road3 Bed,13000000,Eastleigh,3.0,,,2026-06-09,2026-06-09,129.216109,10,,
0151 Bed Apartment with Gym in Kileleshwa1 Bed Apa,7500000,Studio Apartment For Sale In Kileleshwa,1.0,,,2026-06-09,2026-06-09,129.216109,10,,
4 Bed Apartment with Backup Generator in Rosslyn4 ,45000000,"Rosslyn, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
1204 Bed Apartment with Backup Generator in Rossly,45000000,"Rosslyn, Westlands",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
8203 Bed Apartment with En Suite at N/A3 Bed Apart,85000000,Luxurious Homes For Sale In Runda Valley,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
2 Bed Apartment with En Suite in Kahawa West2 Bed ,9100000,"Kahawa West, Roysambu",2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago152 Bed Apartment with En Suite at Siay,9900000,Kileleshwa,2.0,2.0,105,2026-06-09,2026-06-09,129.216109,10,,
03 days ago132 Bed Apartment with Swimming Pool at,10500000,🌿 Looking for a Luxury Home in Westlands from...,2.0,2.0,105,2026-06-09,2026-06-09,129.216109,10,,
03 days ago142 Bed Apartment with En Suite in Lavi,8000000,Lavington,2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago151 Bed Apartment with Swimming Pool in,8000000,"Westlands Area, Westlands",1.0,1.0,6783,2026-06-09,2026-06-09,129.216109,10,,
04 days ago191 Bed Apartment with En Suite in Kile,8000000,Kileleshwa,1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago17Studio Apartment with Swimming Pool i,5500000,Studio Apartment with Swimming Pool in Westlands Area,,1.0,41,2026-06-09,2026-06-09,129.216109,10,,
03 days ago182 Bed Apartment with En Suite at Mbaa,10600000,Lavington,2.0,2.0,85,2026-06-09,2026-06-09,129.216109,10,,
03 days ago182 Bed Apartment with Swimming Pool at,10900000,"Westlands Area, Westlands",2.0,2.0,97,2026-06-09,2026-06-09,129.216109,10,,
03 days ago92 Bed Apartment with Swimming Pool at ,11500000,Kilimani,2.0,2.0,115,2026-06-09,2026-06-09,129.216109,10,,
03 days ago141 Bed Apartment with En Suite in Lavi,4500000,Lavington,1.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago171 Bed Apartment with Swimming Pool in,6900000,Kilimani,1.0,1.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago8Studio Apartment with Swimming Pool in,6300000,Studio Apartment with Swimming Pool in Westlands Area,,1.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago72 Bed Apartment with Swimming Pool at ,12000000,Kilimani,2.0,2.0,109,2026-06-09,2026-06-09,129.216109,10,,
13 days ago101 Bed Apartment with En Suite in West,4000000,"Westlands Area, Westlands",1.0,1.0,,2026-06-09,2026-06-09,129.216109,10,,
13 days ago71 Bed Apartment with Swimming Pool at ,7900000,"Riverside, Westlands",1.0,1.0,66,2026-06-09,2026-06-09,129.216109,10,,
13 days ago163 Bed Apartment with En Suite in Kili,9000000,Kilimani,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
24 days ago143 Bed Apartment with En Suite in Kile,10500000,Kileleshwa,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago14Studio Apartment with Swimming Pool a,8300000,Studio Apartment with Swimming Pool at Riverside Drive,,1.0,60,2026-06-09,2026-06-09,129.216109,10,,
03 days ago102 Bed Apartment with Swimming Pool in,12500000,"Westlands Area, Westlands",2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago182 Bed Apartment with Swimming Pool in,12000000,"Westlands Area, Westlands",2.0,2.0,90,2026-06-09,2026-06-09,129.216109,10,,
1182 Bed Apartment with En Suite in Kahawa West2 B,9100000,"Kahawa West, Roysambu",2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
2143 Bed Apartment with En Suite in General Mathen,27000000,"General Mathenge, Westlands",3.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
312 Bed Apartment with En Suite in Mombasa Road2 B,6000000,Nairobi,2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
Serviced Studio Apartment with En Suite at Mombasa,6700000,Nairobi,,1.0,31,2026-06-09,2026-06-09,129.216109,10,,
18Serviced Studio Apartment with En Suite at Momba,6700000,Nairobi,,1.0,31,2026-06-09,2026-06-09,129.216109,10,,
0151 Bed Apartment with En Suite at Sports Road1 B,12740000,"Westlands Area, Westlands",1.0,1.0,70,2026-06-09,2026-06-09,129.216109,10,,
063 Bed Apartment in Westlands Area3 Bed Apartment,22400000,"General Mathenge, Westlands",2.0,2.0,50,2026-06-09,2026-06-09,129.216109,10,,
2 Bed Apartment with En Suite at Tebere2 Bed Apart,5000000,1 & 2 bedroom offplan in Kileleshwa @ 5M,2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
582 Bed Apartment with En Suite at Tebere2 Bed Apa,5000000,1 & 2 bedroom offplan in Kileleshwa @ 5M,2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
163 Bed Apartment with En Suite at Jabavu Road3 Be,15500000,Kilimani,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
1204 Bed Apartment with En Suite in Spring Valley4,75000000,"Spring Valley, Westlands",4.0,5.0,,2026-06-09,2026-06-09,129.216109,10,,
163 Bed Apartment with En Suite in Westlands Area3,8100000,"Westlands Area, Westlands",3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
1202 Bed Apartment with En Suite at Riverside Driv,25000000,"Riverside, Westlands",2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
5 Bed Apartment with En Suite at Kangundo5 Bed Apa,11800000,Kileleshwa,5.0,5.0,,2026-06-09,2026-06-09,129.216109,10,,
395 Bed Apartment with En Suite at Kangundo5 Bed A,11800000,Kileleshwa,5.0,5.0,,2026-06-09,2026-06-09,129.216109,10,,
0194 Bed Apartment with En Suite at Lavington4 Bed,26500000,Lavington,4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
05Serviced 4 Bed Apartment with En Suite in Kilele,7500000,"Luxury Apartments for Sale in Kileleshwa, Nairo...",4.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday144 Bed Apartment with En Suite at 1St P,25000000,"Parklands, Westlands",41.0,4.0,250,2026-06-09,2026-06-09,129.216109,10,,
2122 Bed Apartment with En Suite in Westlands Area,9000000,Luxury Apartments for Sale in Westlands – Near...,2.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
053 Bed Apartment with Swimming Pool in Kilimani3 ,15500000,Kilimani,3.0,2.0,131,2026-06-09,2026-06-09,129.216109,10,,
3 Bed Apartment with En Suite at Jabavu Road3 Bed ,15500000,Kilimani,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
1102 Bed Apartment with Parking at Cosmas Ndeti Ro,6500000,Nairobi,2.0,2.0,73,2026-06-09,2026-06-09,129.216109,10,,
1193 Bed Apartment with En Suite in Thika Road3 Be,23900000,Thika Road,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
3 Bed Apartment with En Suite at David Osieli Road,21000000,"Westlands Area, Westlands",3.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
0193 Bed Apartment with En Suite at David Osieli R,21000000,"Westlands Area, Westlands",3.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
8143 Bed Apartment with En Suite in Kileleshwa3 Be,25000000,Kileleshwa,3.0,3.0,200,2026-06-09,2026-06-09,129.216109,10,,
063 Bed Apartment with Lift in Parklands3 Bed Apar,25000000,"Parklands, Westlands",3.0,,,2026-06-09,2026-06-09,129.216109,10,,
073 Bed Apartment with En Suite at Riara Rd3 Bed A,21000000,Lavington,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
161 Bed Apartment with En Suite in Kilimani1 Bed A,6750400,Kilimani,1.0,1.0,,2026-06-09,2026-06-09,129.216109,10,,
363 Bed Apartment with En Suite in Embakasi3 Bed A,7000000,Apartment for Sale in Embakasi- Unique Estate,3.0,2.0,,2026-06-09,2026-06-09,129.216109,10,,
053 Bed Apartment with En Suite at Muguga Green3 B,22900000,"Brookside, Westlands",3.0,4.0,,2026-06-09,2026-06-09,129.216109,10,,
193 Bed Apartment with En Suite at Mandera Road3 B,23000000,Kileleshwa,3.0,3.0,204,2026-06-09,2026-06-09,129.216109,10,,
161 Bed Apartment with En Suite at Westlands Rd1 B,8600000,"Westlands Area, Westlands",1.0,1.0,,2026-06-09,2026-06-09,129.216109,10,,
173 Bed Apartment with En Suite in Kileleshwa3 Bed,9000000,Kileleshwa,3.0,,,2026-06-09,2026-06-09,129.216109,10,,
183 Bed Apartment with En Suite in Riruta3 Bed Apa,4400000,Nairobi,3.0,,,2026-06-09,2026-06-09,129.216109,10,,
020Serviced 3 Bed Apartment with En Suite at Kilel,23000000,Kileleshwa,3.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
1154 Bed Apartment with En Suite in General Mathen,10000000,Kilimani,2.0,2.0,80,2026-06-09,2026-06-09,129.216109,10,,
2 Bed Apartment with Parking at Cosmas Ndeti Road2,6500000,Nairobi,2.0,2.0,73,2026-06-09,2026-06-09,129.216109,10,,
0202 Bed Apartment with En Suite in Rhapta Road2 B,13350000,"Rhapta Road, Westlands",2.0,2.0,129,2026-06-09,2026-06-09,129.216109,10,,
03 days ago192 Bed Apartment with En Suite at Vihi,11200000,Kileleshwa,2.0,2.0,119,2026-06-09,2026-06-09,129.216109,10,,
162 Bed Apartment with En Suite in Westlands Area2,12300000,"Westlands Area, Westlands",2.0,3.0,,2026-06-09,2026-06-09,129.216109,10,,
03 days ago172 Bed Apartment with En Suite at Riar,14900000,Lavington,2.0,2.0,109,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday104 Bed Apartment with En Suite at Donyo,65800000,"Westlands Area, Westlands",4.0,4.0,379,2026-06-09,2026-06-09,129.216109,10,,
0Yesterday142 Bed Apartment with En Suite at Wanga,11500000,"Westlands Area, Westlands",2.0,2.0,104,2026-06-09,2026-06-09,129.216109,10,,
